sale_id,date,product_id,distribution_id,quantity,unit_price_rial,discount_percent,total_price_rial,is_consistent
77,1404-07-05,P005,D012,82,480000,7,36604800,True
78,1404-11-07,P016,D026,36,1250000,0,45000000,True
79,1404-09-28,P016,D025,30,1250000,2,36750000,True
80,1405-05-25,P017,D013,48,720000,5,32832000,True
81,1404-06-18,P003,D034,57,580000,5,31407000,True
82,1404-11-22,P009,D002,58,610000,6,33257200,True
83,1404-06-29,P013,D006,68,520000,4,33945600,True
84,1404-07-15,P016,D029,32,1250000,3,38800000,True
85,1404-09-21,P012,D021,13,820000,0,10660000,True
86,1405-01-15,P006,D009,64,850000,6,51136000,True
87,1405-02-10,P010,D011,41,790000,4,31094400,True
88,1405-05-04,P017,D024,33,720000,0,23760000,True
89,1405-04-29,P017,D006,50,720000,5,34200000,True
90,1404-11-12,P010,D015,40,790000,3,30652000,True
91,1405-01-03,P018,D022,8,590000,0,4720000,True
92,1405-06-01,P014,D002,29,650000,2,18473000,True
93,1404-08-08,P012,D018,16,820000,2,12857600,True
94,1405-02-03,P018,D025,41,590000,3,23464300,True
95,1404-11-17,P007,D035,64,580000,3,36006400,True
96,1405-01-29,P011,D007,44,1350000,6,55836000,True
97,1405-03-05,P005,D034,62,480000,3,28867200,True
98,1405-05-22,P013,D006,74,520000,4,36940800,True
99,1405-05-29,P019,D005,29,950000,2,26999000,True
100,1404-11-03,P010,D017,27,790000,0,21330000,True
101,1405-04-13,P006,D015,65,850000,5,52487500,True
102,1405-04-03,P012,D032,60,820000,6,46248000,True
103,1404-11-18,P007,D026,90,580000,8,48024000,True
104,1404-06-18,P016,D030,61,1250000,4,73200000,True
105,1404-12-02,P002,D022,17,1050000,3,17314500,True
106,1404-06-07,P004,D035,17,1450000,2,24157000,True
107,1405-01-13,P009,D012,70,610000,6,40138000,True
108,1405-04-16,P002,D023,46,1050000,6,45402000,True
109,1405-05-24,P016,D004,33,1250000,0,41250000,True
110,1404-10-01,P003,D016,38,580000,0,22040000,True
111,1404-08-04,P003,D023,37,580000,0,21460000,True
112,1404-11-20,P006,D001,70,850000,4,57120000,True
113,1404-06-29,P019,D011,60,950000,5,54150000,True
114,1404-08-15,P008,D009,74,720000,5,50616000,True
115,1404-06-10,P017,D001,12,720000,2,8467200,True
116,1405-03-11,P005,D008,32,480000,0,15360000,True
117,1405-01-16,P018,D012,51,590000,4,28886400,True
118,1404-07-04,P007,D007,24,580000,2,13641600,True
119,1404-12-12,P019,D010,63,950000,5,56857500,True
120,1405-03-21,P010,D028,36,790000,3,27586800,True
121,1405-05-20,P017,D029,5,720000,2,3528000,True
122,1405-02-04,P014,D030,48,650000,3,30264000,True
123,1405-01-12,P019,D022,11,950000,2,10241000,True
124,1405-01-25,P003,D002,63,580000,4,35078400,True
125,1404-10-24,P008,D026,82,720000,6,55497600,True
126,1405-04-21,P013,D023,39,520000,3,19671600,True
127,1404-11-14,P005,D036,62,480000,5,28272000,True
128,1404-06-24,P006,D035,58,850000,3,47821000,True
129,1404-06-20,P007,D029,35,580000,0,20300000,True
130,1404-12-27,P017,D028,7,720000,0,5040000,True
131,1404-12-14,P017,D032,24,720000,0,17280000,True
132,1404-12-28,P001,D005,90,1850000,8,153180000,True
133,1404-11-15,P008,D017,29,720000,2,20462400,True
134,1404-11-18,P020,D018,50,620000,6,29140000,True
135,1404-06-29,P003,D003,42,580000,5,23142000,True
136,1404-10-21,P012,D019,69,820000,4,54316800,True
137,1404-11-08,P018,D030,49,590000,6,27175400,True
138,1404-09-27,P006,D025,74,850000,3,61013000,True
139,1404-11-09,P016,D005,13,1250000,2,15925000,True
140,1405-02-03,P009,D034,65,610000,5,37667500,True
141,1405-01-04,P008,D008,50,720000,5,34200000,True
142,1404-07-13,P006,D016,86,850000,5,69445000,True
143,1405-01-07,P013,D002,37,520000,2,18855200,True
144,1404-10-10,P005,D024,14,480000,0,6720000,True
145,1404-07-05,P011,D017,31,1350000,0,41850000,True
146,1405-04-20,P005,D002,16,480000,3,7449600,True
147,1405-01-06,P009,D019,40,610000,6,22936000,True
148,1404-12-11,P007,D036,15,580000,0,8700000,True
149,1405-03-08,P016,D005,62,1250000,6,72850000,True
150,1404-12-12,P005,D025,81,480000,5,36936000,True
151,1404-11-11,P009,D012,65,610000,6,37271000,True
152,1404-09-18,P009,D007,74,610000,3,43785800,True
153,1404-11-11,P003,D015,14,580000,2,7957600,True
154,1404-08-23,P017,D023,84,720000,7,56246400,True
155,1404-10-11,P020,D006,17,620000,0,10540000,True
156,1405-03-05,P013,D028,71,520000,6,34704800,True
157,1405-02-07,P018,D036,49,590000,4,27753600,True
158,1404-11-12,P010,D029,82,790000,7,60245400,True
159,1404-11-20,P002,D011,16,1050000,3,16296000,True
160,1404-12-26,P020,D002,90,620000,8,51336000,True
161,1404-12-03,P020,D030,42,620000,4,24998400,True
162,1404-06-16,P015,D019,29,2100000,3,59073000,True
163,1404-11-01,P007,D029,42,580000,6,22898400,True
164,1404-09-16,P015,D033,25,2100000,0,52500000,True
165,1405-05-01,P007,D024,27,580000,2,15346800,True
166,1404-12-20,P013,D005,86,520000,7,41589600,True
167,1404-06-08,P007,D013,80,580000,6,43616000,True
168,1404-06-30,P017,D028,70,720000,4,48384000,True
169,1405-01-02,P005,D025,22,480000,2,10348800,True
170,1405-02-05,P006,D011,58,850000,6,46342000,True
171,1405-04-28,P005,D021,58,480000,6,26169600,True
172,1404-12-04,P009,D008,19,610000,3,11242300,True
173,1405-04-17,P012,D031,22,820000,2,17679200,True
174,1404-11-15,P011,D004,38,1350000,0,51300000,True
175,1404-11-03,P008,D014,13,720000,0,9360000,True
176,1405-04-04,P013,D005,42,520000,4,20966400,True
177,1405-03-05,P010,D033,8,790000,3,6130400,True
178,1404-07-12,P007,D002,62,580000,3,34881200,True
179,1404-07-12,P018,D001,82,590000,7,44993400,True
180,1404-11-08,P013,D015,15,520000,0,7800000,True
181,1404-10-24,P010,D036,36,790000,0,28440000,True
182,1404-10-08,P016,D028,46,1250000,5,54625000,True
183,1405-03-25,P005,D017,75,480000,3,34920000,True
184,1405-02-20,P019,D008,29,950000,2,26999000,True
185,1404-12-07,P020,D010,40,620000,3,24056000,True
186,1405-04-14,P007,D014,65,580000,6,35438000,True
187,1404-10-06,P005,D014,62,480000,6,27974400,True
188,1404-06-31,P012,D020,44,820000,5,34276000,True
189,1404-09-24,P012,D025,54,820000,5,42066000,True
190,1405-01-10,P009,D029,11,610000,2,6575800,True
191,1404-12-07,P016,D002,64,1250000,5,76000000,True
192,1404-10-14,P020,D006,61,620000,3,36685400,True
193,1404-12-24,P999,D024,31,1350000,0,41850000,True
194,1404-12-03,P008,D010,35,720000,2,24696000,True
195,1405-02-12,P020,D005,16,620000,3,9622400,True
196,1405-06-01,P017,D036,51,720000,5,34884000,True
197,1405-04-23,P018,D034,28,590000,0,16520000,True
198,1405-05-27,P017,D018,54,720000,4,37324800,True
199,1405-01-09,P003,D036,63,580000,3,35443800,True
200,1404-07-17,P007,D017,82,580000,6,44706400,True
201,1405-03-08,P004,D032,19,1450000,0,27550000,True
202,1404-10-01,P015,D034,38,2100000,2,78204000,True
203,1404-07-17,P007,D019,27,580000,0,15660000,True
204,1405-01-29,P015,D031,75,2100000,3,152775000,True
205,1404-06-18,P013,D024,84,520000,8,40185600,True
206,1405-04-22,P011,D011,39,1350000,2,51597000,True
207,1404-11-17,P014,D015,68,650000,5,41990000,True
208,1405-04-12,P007,D013,61,580000,3,34318600,True
209,1404-09-29,P010,D009,20,790000,3,15326000,True
210,1404-09-03,P018,D012,71,590000,4,40214400,True
211,1404-12-02,P011,D012,8,1350000,3,10476000,True
212,1405-05-20,P005,D002,78,480000,6,35193600,True
213,1404-09-17,P001,D005,42,1850000,5,73815000,True
214,1404-06-18,P003,D014,42,580000,5,23142000,True
215,1405-03-30,P013,D005,19,520000,2,9682400,True
216,1404-12-19,P008,D022,48,720000,4,33177600,True
217,1405-02-19,P017,D006,82,720000,7,54907200,True
218,1404-08-01,P020,D011,49,620000,6,28557200,True
219,1405-02-17,P007,D014,20,580000,0,11600000,True
220,1405-01-02,P006,D035,74,850000,6,59126000,True
221,1404-08-04,P013,D031,21,520000,0,10920000,True
222,1404-08-11,P009,D015,35,610000,3,20709500,True
223,1405-04-16,P016,D005,37,1250000,3,44862500,True
224,1404-12-10,P007,D033,67,580000,5,36917000,True
225,1405-01-08,P005,D021,39,480000,2,18345600,True
226,1405-02-16,P014,D018,86,650000,7,51987000,True
227,1404-09-18,P012,D033,65,820000,4,51168000,True
228,1404-09-18,P007,D013,68,580000,4,37862400,True
229,1404-08-15,P011,D026,24,1350000,0,32400000,True
230,1404-09-01,P014,D023,11,650000,3,6935500,True
231,1404-07-08,P017,D020,29,720000,3,20253600,True
232,1404-11-25,P005,D012,11,480000,0,5280000,True
233,1404-12-13,P015,D033,37,2100000,0,77700000,True
234,1405-05-31,P008,D034,36,720000,0,25920000,True
235,1405-05-06,P007,D024,93,580000,8,49624800,True
236,1404-09-12,P017,D027,32,720000,2,22579200,True
237,1405-03-17,P012,D007,58,820000,3,46133200,True
238,1404-10-28,P003,D018,35,580000,3,19691000,True
239,1405-03-03,P020,D027,6,620000,0,3720000,True
240,1404-06-25,P003,D015,80,580000,7,43152000,True
241,1405-02-10,P013,D014,30,520000,0,15600000,True
242,1404-11-17,P020,D026,73,620000,4,43449600,True
243,1405-03-06,P014,D029,79,650000,3,49809500,True
244,1405-05-02,P003,D033,27,580000,2,15346800,True
245,1405-04-09,P009,D026,69,610000,3,40827300,True
246,1404-11-17,P011,D003,61,1350000,3,79879500,True
247,1404-10-27,P017,D021,11,720000,0,7920000,True
248,1405-05-08,P003,D002,51,580000,6,27805200,True
249,1404-10-19,P018,D034,58,590000,4,32851200,True
250,1405-01-27,P008,D020,73,720000,3,50983200,True
251,1405-03-04,P020,D026,67,620000,4,39878400,True
252,1404-11-19,P005,D032,21,480000,0,10080000,True
253,1404-08-30,P003,D017,10,580000,3,5626000,True
254,1404-08-28,P005,D003,64,480000,5,29184000,True
255,1404-12-25,P017,D009,24,720000,3,16761600,True
256,1404-09-22,P003,D032,27,580000,3,15190200,True
257,1404-06-19,P008,D014,72,720000,4,49766400,True
258,1404-09-22,P005,D009,36,480000,3,16761600,True
259,1405-05-01,P012,D021,21,820000,2,16875600,True
260,1405-01-24,P019,D004,25,950000,0,23750000,True
261,1405-04-16,P005,D027,70,480000,5,31920000,True
262,1404-09-23,P018,D007,22,590000,0,12980000,True
263,1405-02-12,P014,D009,45,650000,5,27787500,True
264,1404-09-25,P008,D017,63,720000,4,43545600,True
265,1404-10-17,P009,D008,24,610000,3,14200800,True
266,1404-09-20,P005,D021,39,480000,2,18345600,True
267,1404-09-06,P017,D024,74,720000,5,50616000,True
268,1404-08-03,P015,D034,88,2100000,5,175560000,True
269,1405-04-04,P003,D002,6,580000,0,3480000,True
270,1404-06-27,P005,D017,13,480000,3,6052800,True
271,1405-01-29,P001,D015,6,1850000,2,10878000,True
272,1404-06-08,P017,D030,24,720000,0,17280000,True
273,1404-08-30,P013,D013,65,520000,6,31772000,True
274,1404-12-21,P020,D025,21,620000,0,13020000,True
275,1404-07-05,P008,D003,5,720000,3,3492000,True
276,1405-01-23,P007,D036,67,580000,6,36528400,True
277,1404-09-11,P019,D011,64,950000,5,57760000,True
278,1404-06-07,P005,D030,53,480000,4,24422400,True
279,1404-12-22,P018,D020,49,590000,3,28042700,True
280,1404-12-03,P020,D016,16,620000,3,9622400,True
281,1405-05-21,P007,D029,66,580000,6,35983200,True
282,1404-11-09,P014,D004,46,650000,3,29003000,True
283,1404-09-10,P008,D006,48,720000,3,33523200,True
284,1405-05-11,P009,D004,16,610000,3,9467200,True
285,1404-07-09,P003,D022,39,580000,3,21941400,True
286,1404-10-24,P003,D033,33,580000,3,18565800,True
287,1404-08-04,P006,D006,26,850000,3,21437000,True
288,1405-03-14,P008,D026,62,720000,3,43300800,True
289,1404-07-21,P001,D031,51,1850000,5,89632500,True
290,1404-11-09,P017,D022,51,720000,4,35251200,True
291,1404-11-26,P005,D012,75,480000,5,34200000,True
292,1404-10-19,P017,D005,92,720000,6,62265600,True
293,1405-02-07,P012,D017,30,820000,0,24600000,True
294,1405-03-27,P017,D018,46,720000,6,31132800,True
295,1405-03-16,P003,D018,66,580000,6,35983200,True
296,1404-12-15,P017,D033,103,720000,5,70452000,True
297,1405-03-09,P013,D024,11,520000,3,5548400,True
298,1405-05-20,P007,D004,20,580000,0,11600000,True
299,1404-11-14,P008,D022,83,720000,8,54979200,True
300,1404-07-09,P009,D005,22,610000,0,13420000,True
301,1404-12-09,P008,D026,59,720000,3,41205600,True
302,1404-06-10,P007,D029,38,580000,2,21599200,True
303,1404-12-20,P020,D015,37,620000,3,22251800,True
304,1404-06-12,P013,D022,50,520000,5,24700000,True
305,1405-03-02,P017,D004,70,720000,6,47376000,True
306,1404-07-13,P014,D035,53,650000,3,33416500,True
307,1404-10-09,P017,D030,45,720000,4,31104000,True
308,1404-09-27,P006,D014,23,850000,0,19550000,True
309,1404-12-24,P009,D020,37,610000,0,22570000,True
310,1404-08-10,P017,D032,6,720000,3,4190400,True
311,1405-05-19,P011,D025,58,1350000,4,75168000,True
312,1404-07-01,P002,D011,38,1050000,3,38703000,True
313,1404-12-21,P017,D019,105,720000,7,70308000,True
314,1404-12-15,P016,D016,28,1250000,0,35000000,True
315,1404-09-21,P020,D013,19,620000,0,11780000,True
316,1404-08-19,P016,D031,53,1250000,4,63600000,True
317,1405-03-25,P017,D020,87,720000,7,58255200,True
318,1404-09-18,P006,D036,19,850000,3,15665500,True
319,1405-05-02,P020,D005,25,620000,0,15500000,True
320,1405-03-06,P014,D021,38,650000,0,24700000,True
321,1405-01-18,P018,D019,46,590000,6,25511600,True
322,1405-05-14,P007,D028,16,580000,2,9094400,True
323,1405-04-08,P017,D035,34,720000,2,23990400,True
324,1404-10-06,P012,D018,54,820000,3,42951600,True
325,1404-07-07,P017,D005,22,720000,3,15364800,True
326,1404-08-16,P014,D024,29,650000,0,18850000,True
327,1405-01-27,P006,D033,24,850000,0,20400000,True
328,1404-11-08,P003,D008,13,580000,3,7313800,True
329,1404-06-05,P014,D036,60,650000,4,37440000,True
330,1404-10-22,P016,D012,48,1250000,4,57600000,True
331,1405-01-22,P014,D021,29,650000,0,18850000,True
332,1405-05-03,P013,D008,15,520000,3,7566000,True
333,1404-10-11,P009,D009,16,610000,2,9564800,True
334,1405-03-12,P014,D024,46,650000,4,28704000,True
335,1405-03-01,P007,D033,31,580000,3,17440600,True
336,1405-01-20,P003,D001,46,580000,6,25079200,True
337,1404-10-16,P014,D035,13,650000,2,8281000,True
338,1404-08-21,P019,D015,42,950000,6,37506000,True
339,1404-11-06,P009,D020,23,610000,0,14030000,True
340,1405-05-23,P005,D022,13,480000,0,6240000,True
341,1404-06-23,P003,D017,13,580000,0,7540000,True
342,1404-07-15,P015,D006,57,2100000,5,113715000,True
343,1404-08-03,P004,D010,17,1450000,3,23910500,True
344,1404-09-12,P003,D021,14,580000,0,8120000,True
345,1404-12-03,P012,D010,20,820000,0,16400000,True
346,1404-08-25,P011,D032,35,1350000,0,47250000,True
347,1404-08-07,P020,D029,54,620000,5,31806000,True
348,1404-09-11,P003,D019,12,580000,0,6960000,True
349,1405-05-15,P003,D011,46,580000,3,25879600,True
350,1404-10-17,P007,D027,38,580000,3,21378800,True
351,1405-06-01,P017,D020,42,720000,3,29332800,True
352,1404-08-27,P008,D032,51,720000,5,34884000,True
353,1404-07-09,P011,D018,11,1350000,2,14553000,True
354,1404-07-05,P019,D019,61,950000,3,56211500,True
355,1404-12-04,P013,D022,15,520000,0,7800000,True
356,1404-09-19,P018,D015,43,590000,3,24608900,True
357,1405-05-12,P004,D004,18,1450000,3,25317000,True
358,1404-07-15,P008,D017,57,720000,4,39398400,True
359,1405-03-23,P007,D022,31,580000,0,17980000,True
360,1405-02-18,P020,D002,51,620000,3,30671400,True
361,1405-05-15,P018,D020,20,590000,0,11800000,True
362,1404-07-16,P003,D009,29,580000,0,16820000,True
363,1404-12-26,P006,D001,18,850000,0,15300000,True
364,1404-07-05,P017,D005,79,720000,6,53467200,True
365,1405-03-28,P008,D025,32,720000,2,22579200,True
366,1404-09-15,P018,D023,37,590000,3,21175100,True
367,1404-06-24,P006,D008,86,850000,5,69445000,True
368,1405-05-28,P017,D020,75,720000,5,51300000,True
369,1404-10-24,P005,D008,48,480000,5,21888000,True
370,1405-03-08,P020,D004,40,620000,3,24056000,True
371,1405-03-07,P020,D036,62,620000,4,36902400,True
372,1404-08-06,P012,D026,88,820000,6,67830400,True
373,1404-12-21,P005,D032,87,480000,5,39672000,True
374,1404-07-04,P005,D019,5,480000,0,2400000,True
375,1404-10-07,P005,D032,13,480000,0,6240000,True
376,1405-03-11,P017,D035,56,720000,3,39110400,True
377,1404-10-05,P007,D027,71,580000,5,39121000,True
378,1404-08-05,P020,D034,53,620000,4,31545600,True
379,1404-10-20,P016,D007,6,1250000,3,7275000,True
380,1405-04-08,P017,D007,53,720000,4,36633600,True
381,1405-01-21,P003,D012,14,580000,0,8120000,True
382,1405-01-19,P020,D025,38,620000,0,23560000,True
383,1405-02-11,P008,D026,12,720000,0,8640000,True
384,1405-04-21,P010,D020,19,790000,0,15010000,True
385,1404-08-01,P003,D011,40,580000,5,22040000,True
386,1404-08-04,P008,D020,19,720000,3,13269600,True
387,1405-02-16,P009,D022,53,610000,4,31036800,True
388,1405-05-23,P009,D034,70,610000,4,40992000,True
389,1404-07-06,P008,D018,11,720000,2,7761600,True
390,1405-03-29,P013,D004,30,520000,0,15600000,True
391,1404-11-24,P003,D017,40,580000,4,22272000,True
392,1404-10-18,P008,D002,57,720000,5,38988000,True
393,1404-12-21,P005,D004,49,480000,4,22579200,True
394,1404-12-18,P017,D016,104,720000,6,70387200,True
395,1404-11-25,P003,D026,71,580000,4,39532800,True
396,1404-07-15,P016,D036,29,1250000,3,35162500,True
397,1404-06-31,P014,D030,22,650000,0,14300000,True
398,1404-07-03,P012,D031,90,820000,8,67896000,True
399,1404-07-12,P005,D021,18,480000,0,8640000,True
400,1405-03-15,P018,D032,39,590000,3,22319700,True
401,1404-06-15,P006,D022,65,850000,5,52487500,True
402,1405-02-10,P003,D010,59,580000,5,32509000,True
403,1404-09-26,P017,D025,40,720000,6,27072000,True
404,1405-03-10,P007,D022,15,580000,3,8439000,True
405,1405-02-29,P016,D030,61,1250000,6,71675000,True
406,1404-07-21,P018,D002,27,590000,0,15930000,True
407,1404-09-03,P009,D026,40,610000,6,22936000,True
408,1405-01-19,P004,D014,72,1450000,5,99180000,True
409,1404-10-08,P017,D030,16,720000,0,11520000,True
410,1405-04-09,P017,D008,34,720000,3,23745600,True
411,1404-12-07,P018,D025,70,590000,3,40061000,True
412,1404-08-24,P013,D026,39,520000,2,19874400,True
413,1404-11-19,P005,D019,47,480000,5,21432000,True
414,1404-12-20,P012,D025,87,820000,7,66346200,True
415,1405-04-12,P006,D033,48,850000,4,39168000,True
416,1405-04-26,P017,D022,54,720000,6,36547200,True
417,1405-06-01,P006,D014,11,850000,0,9350000,True
418,1404-10-08,P015,D023,71,2100000,5,141645000,True
419,1405-04-06,P017,D007,20,720000,0,14400000,True
420,1405-05-13,P018,D009,32,590000,2,18502400,True
421,1404-10-18,P012,D005,12,820000,0,9840000,True
422,1404-11-23,P005,D025,63,480000,4,29030400,True
423,1404-07-22,P005,D021,73,480000,4,33638400,True
424,1405-03-12,P010,D007,11,790000,0,8690000,True
425,1404-12-25,P005,D029,31,480000,3,14433600,True
426,1404-11-08,P010,D020,60,790000,4,45504000,True
427,1404-06-08,P001,D009,43,1850000,5,75572500,True
428,1404-08-03,P017,D011,69,720000,4,47692800,True
429,1404-10-08,P018,D007,52,590000,4,29452800,True
430,1404-08-19,P002,D005,10,1050000,0,10500000,True
431,1405-01-01,P002,D031,11,1050000,3,11203500,True
432,1404-07-16,P006,D008,6,850000,2,4998000,True
433,1405-01-13,P014,D033,62,650000,3,39091000,True
434,1405-03-14,P010,D029,69,790000,6,51239400,True
435,1404-09-20,P002,D008,56,1050000,3,57036000,True
436,1405-04-29,P017,D006,14,720000,0,10080000,True
437,1405-04-28,P013,D036,34,520000,0,17680000,True
438,1405-04-17,P018,D025,52,590000,3,29759600,True
439,1404-06-05,P004,D012,58,1450000,3,81577000,True
440,1404-10-18,P007,D015,62,580000,6,33802400,True
441,1405-03-20,P013,D005,14,520000,0,7280000,True
442,1404-11-04,P012,D025,31,820000,0,25420000,True
443,1405-04-12,P018,D033,59,590000,6,32721400,True
444,1404-11-12,P003,D001,76,580000,4,42316800,True
445,1405-05-24,P014,D019,19,650000,3,11979500,True
446,1404-10-09,P014,D031,81,650000,5,50017500,True
447,1405-01-23,P005,D031,22,480000,0,10560000,True
448,1404-10-03,P006,D020,49,850000,6,39151000,True
449,1404-11-14,P012,D018,46,820000,3,36588400,True
450,1404-07-09,P009,D001,19,610000,2,11358200,True
451,1405-04-23,P012,D017,42,820000,4,33062400,True
452,1405-04-06,P007,D022,45,580000,4,25056000,True
453,1404-06-02,P008,D029,82,720000,5,56088000,True
454,1405-04-25,P010,D027,61,790000,4,46262400,True
455,1404-07-15,P018,D030,26,590000,3,14879800,True
456,1404-06-19,P013,D005,65,520000,4,32448000,True
457,1405-05-19,P001,D020,61,1850000,4,108336000,True
458,1405-02-11,P005,D004,45,480000,4,20736000,True
459,1404-09-12,P020,D017,23,620000,2,13974800,True
460,1405-04-05,P011,D027,69,1350000,5,88492500,True
461,1405-02-09,P019,D026,30,950000,2,27930000,True
462,1405-02-18,P016,D021,67,1250000,5,79562500,True
463,1405-04-18,P009,D004,57,610000,4,33379200,True
464,1404-09-10,P017,D025,25,720000,2,17640000,True
465,1404-08-16,P011,D017,84,1350000,8,104328000,True
466,1404-08-29,P017,D011,11,720000,2,7761600,True
467,1405-05-20,P003,D008,71,580000,5,39121000,True
468,1405-03-03,P011,D028,26,1350000,0,35100000,True
469,1404-08-10,P005,D014,56,480000,4,25804800,True
470,1404-12-27,P006,D026,36,850000,0,30600000,True
471,1405-03-10,P013,D011,68,520000,5,33592000,True
472,1404-12-10,P020,D029,31,620000,0,19220000,True
473,1404-10-10,P018,D012,47,590000,6,26066200,True
474,1405-05-31,P017,D001,62,720000,4,42854400,True
475,1405-05-17,P014,D033,20,650000,2,12740000,True
476,1404-06-11,P011,D019,61,1350000,4,79056000,True
477,1404-09-30,P003,D035,78,580000,4,43430400,True
478,1405-02-03,P017,D016,21,720000,3,14666400,True
479,1405-01-24,P019,D006,54,950000,3,49761000,True
480,1404-06-22,P017,D021,34,720000,3,23745600,True
481,1405-01-17,P009,D025,80,610000,5,46360000,True
482,1405-03-04,P012,D003,78,820000,5,60762000,True
483,1405-01-06,P007,D014,7,580000,0,4060000,True
484,1405-02-31,P017,D011,27,720000,2,19051200,True
485,1405-05-17,P001,D006,11,1850000,0,20350000,True
486,1404-09-24,P016,D013,65,1250000,4,78000000,True
487,1404-07-30,P005,D007,29,480000,0,13920000,True
488,1405-04-08,P019,D017,88,950000,7,77748000,True
489,1404-07-07,P015,D012,21,2100000,2,43218000,True
490,1405-01-12,P018,D017,33,590000,2,19080600,True
491,1405-03-23,P020,D012,35,620000,2,21266000,True
492,1405-04-04,P004,D032,72,1450000,6,98136000,True
493,1404-12-18,P005,D031,20,480000,0,9600000,True
